item_desc,category_desc,sub_category_desc,item_number,skin_concern_cat_id,skin_concern_cat_name
แอคเน่-เอด ลิควิด เคลนเซอร์ 50 มล.,เวชสำอางค์,สิว,230,3,Acne & Oily
แอคเน่-เอด ลิควิด เคลนเซอร์ 500 มล.,เวชสำอางค์,สิว,231,3,Acne & Oily
แอคเน่-เอด เจนเทิล เคลนเซอร์  500 มล.,เวชสำอางค์,สิว,232,3,Acne & Oily
แผ่นแปะดูดซับสิว บราวน์แลป 18 เม็ด,เวชสำอางค์,สิว,233,3,Acne & Oily
ไวทาร่า อโลเวร่า เจล 120 กรัม,เวชสำอางค์,ผิวแพ้ง่าย,234,5,Sensitive Skin
ไวทาร่า อโลเวร่า เจล 240 กรัม,เวชสำอางค์,ผิวแพ้ง่าย,235,5,Sensitive Skin
ไวทาร่า เพียว ฟิสิคอล ซันสกรีน เอสพีเอฟ 50 25กรัม,เวชสำอางค์,กันแดด,236,0,Not Used
ไวทาร่า ทีเอ็กซ์ พีพีที ครีม 15 กรัม,เวชสำอางค์,ผิวขาว,237,1,Whitening
ไวทาร่า ดิพ คลีนซิ่ง โฟม 100 กรัม,เวชสำอางค์,ผิวขาว,238,1,Whitening
ไวทาร่า อโลเวร่า คูล พลัส 120 กรัม,เวชสำอางค์,ผิวแพ้ง่าย,239,5,Sensitive Skin
ไวทาร่า แอนตี้ แอคเน่ มอยเจอร์ไรซิ่ง ครีม 35 กรัม,เวชสำอางค์,ผิวแพ้ง่าย,240,5,Sensitive Skin
ไวทาร่า แอนตี้ เอคเน่ เจล 10 กรัม,เวชสำอางค์,สิว,241,3,Acne & Oily
ไวทาร่า อโลเวร่า เจล พลัส แพนทีนอล 120 กรัม,เวชสำอางค์,ผิวแพ้ง่าย,242,5,Sensitive Skin
ไวทาร่า อโลเวร่า เจล พลัส ซี แอนด์ อี 120 กรัม,เวชสำอางค์,ผิวแพ้ง่าย,243,5,Sensitive Skin
เซตาฟิลเจนเทิลสกินคลีนเซอร์ 59 มล.,เวชสำอางค์,ผิวแพ้ง่าย,244,5,Sensitive Skin
วุฒิศักดิ์ สกินฟริ้ง แอคเน่ เจล 5ก.,เวชสำอางค์,สิว,245,3,Acne & Oily
วุฒิศักดิ์ สกินฟริ้ง ไวท์อัพ ครีม 7ก.,เวชสำอางค์,ผิวขาว,246,1,Whitening
ฮีรูสการ์ แอนตี้ แอคเน่ คลีนเซอร์ 15 มล.,เวชสำอางค์,สิว,247,3,Acne & Oily
ฮีรูสการ์ ดูโอ้ เซต,เวชสำอางค์,สิว,248,3,Acne & Oily
ฮีรูสการ์ โพสแอคเน่ ฟอร์ เมน 2 กรัม,เวชสำอางค์,สิว,249,3,Acne & Oily
ยูเซอริน พีเอช5 สกิน รีแพร์ 100 มล.,เวชสำอางค์,ผิวแพ้ง่าย,250,5,Sensitive Skin
ยูเซอริน ลิป แอ็คทีฟ เอสพีเอส20 4.8กรัม,เวชสำอางค์,ผิวแพ้ง่าย,251,5,Sensitive Skin
ยูเซอริน PH5 เซ็นซิทีฟ สกิน วอช โลชั่น 400 มล.,เวชสำอางค์,ผิวแพ้ง่าย,252,5,Sensitive Skin
ยูเซอริน ซัน เอจ รีแพร์ เอสพีเอส 50+50 มล.,เวชสำอางค์,กันแดด,253,0,Not Used
ยูเซอริน PH5 เซ็นซิทีฟ สกิน วอช โลชั่น 1000 มล.,เวชสำอางค์,ผิวแพ้ง่าย,254,5,Sensitive Skin
ยูเซอริน ซัน ดรายทัช ซีซี ออยล์คอนโทรล SPF50+50มล.,เวชสำอางค์,กันแดด,255,0,Not Used
ยูเซอริน พีเอช5 ชาวเวอร์ ออยล์ 400 มล.,เวชสำอางค์,ผิวแพ้ง่าย,256,5,Sensitive Skin
ยูเซอริน ซัน ครีม เฟซ SPF50+50มล.,เวชสำอางค์,กันแดด,257,0,Not Used
ยูเซอริน พีเอช5 โลชั่น เอฟ 400 มล.,เวชสำอางค์,ผิวแพ้ง่าย,258,5,Sensitive Skin
ยูเซอริน ซันดรายทัช ออยล์คอนโทรล เฟช 50มล.,เวชสำอางค์,กันแดด,259,0,Not Used
โอเชี่ยนสกิน เอ็กซ์ตร้า เซนซิทีฟ โพส แอคเน่2มล.,เวชสำอางค์,สิว,260,3,Acne & Oily
โอเชี่ยนสกิน เอ็กซ์ตร้า เซนซิทีฟ สปอท แอคเน่ 2มล.,เวชสำอางค์,สิว,261,3,Acne & Oily
พีเอชดี แอคทีฟไวท์ ดีพ มอยส์เจอร์ไรเซอร์ 6 มล.,เวชสำอางค์,ผิวขาว,262,1,Whitening
โปรวาเมด ซอฟท์ แอนด์ สมูท ครีม 10 กรัม,เวชสำอางค์,ผิวขาว,263,1,Whitening
โปรวาเมด โซลาริส บอดี้ เอสพีเอฟ50+20 กรัม,เวชสำอางค์,กันแดด,264,0,Not Used
โปรวาเมด อโลเวร่า เจล 20 กรัม,เวชสำอางค์,ผิวแพ้ง่าย,265,5,Sensitive Skin
ฟิสิโอเจล เดลี่ มอยซ์เจอร์ คลีนเซอร์ 50 มล.,เวชสำอางค์,ผิวแพ้ง่าย,266,5,Sensitive Skin
คอนเซ็ปท์ แอนตี้ เมลาสม่า ครีม 4 กรัม,เวชสำอางค์,ผิวขาว,267,1,Whitening
พีเอชดี คอลลาเจน กลูต้า เซรั่ม 8 มล.,เวชสำอางค์,ผิวขาว,268,1,Whitening
พีเอชดี แอดวานซ์ แอคโน โซลูชั่น เซรั่ม 5 มล.,เวชสำอางค์,สิว,269,3,Acne & Oily
โปรวาเมด แอนตี้ เมลาสม่า มินิ เซต,เวชสำอางค์,ผิวขาว,270,1,Whitening
เซตาฟิล ออยล์ลี่ สกิน คลีนเซอร์ 29 มล.,เวชสำอางค์,สิว,271,3,Acne & Oily
แผ่นซับสิวเดอร์ม่าแองเจิ้ล3เม็ด(กลางวัน),เวชสำอางค์,สิว,272,3,Acne & Oily
แผ่นซับสิวเดอร์ม่าแองเจิ้ล3เม็ด(กลางคืน),เวชสำอางค์,สิว,273,3,Acne & Oily
บีแพนเธน เซนซิเดิร์ม ครีม 20 กรัม,เวชสำอางค์,ผิวแพ้ง่าย,274,5,Sensitive Skin
คอนเซ็ปท์ ซันโพรเทคชั่นครีม(เบจ)SPF50 PA+5G,เวชสำอางค์,กันแดด,275,0,Not Used
เดอร์มาติกซ์ อัลตร้า 5 กรัม(MD),เวชสำอางค์,ลดเลือนรอยแผลเป็น,276,0,Not Used
เบอร์นโนว่า เจล พลัส แพลงก์ตอน 25 กรัม,เวชสำอางค์,ผิวแพ้ง่าย,277,5,Sensitive Skin
เบอร์นโนว่า เจล พลัส สโนว์ แอลจี้ 25 กรัม,เวชสำอางค์,ผิวแพ้ง่าย,278,5,Sensitive Skin
โปรวาเมด แอคเน่ มินิ เซต,เวชสำอางค์,สิว,279,3,Acne & Oily
โปรวาเมด ซันโพรเทคชั่น มินิ เซต,เวชสำอางค์,กันแดด,280,0,Not Used
โปรวาเมด แอคเน่ เคลย์ มาส์ก 5 กรัม,เวชสำอางค์,สิว,281,3,Acne & Oily
โปรวาเมด ไฮยาแฟลช เซรั่ม 5 กรัม (ด),เวชสำอางค์,ผิวขาว,282,1,Whitening
มัชชากิ แอนติ แอคเน่ ครีม 5 กรัม,เวชสำอางค์,สิว,283,3,Acne & Oily
ดร.สมชาย แอคเน่โลชั่นสเปรย์ 25 มล.,เวชสำอางค์,สิว,284,3,Acne & Oily
ฟิสิโอเจล เดลี่ มอยส์เจอร์ คลีนเซอร์ 900 มล.,เวชสำอางค์,ผิวแพ้ง่าย,285,5,Sensitive Skin
พีเอชดี ยูวี เฟส เซรั่ม SPF50+PA+++ 8มล.,เวชสำอางค์,กันแดด,286,0,Not Used
แผ่นซับสิว AcneQ 6 เม็ด,เวชสำอางค์,สิว,287,3,Acne & Oily
โปรวาเมด อะเซโรลา ซี วิป โฟม 40 กรัม,เวชสำอางค์,ผิวขาว,288,1,Whitening
